4118,6411,4362
-8250,718,3662
288,1065,-1661
-3647,1425,3525
516,6301,4120
6258,1410,947
-4654,2020,5805
3357,2701,-811
-888,2223,-5593
1768,-2634,1861
-688,-613,-2772
2212,-3112,-2700
-4019,-1157,-2767
6385,1537,2946
1071,-6853,-7570
1336,-253,-286
-2179,-3544,-4764
3840,-2506,-3629
135,-1096,1861
-5227,-2334,3910
1956,978,1677
-6513,-561,-72
6641,-2111,-3404
2189,-2345,-7005
6336,3953,443
308,2195,-2965
1351,6958,-1667
-1122,-2648,5699
9535,-7452,-3955
-5092,1211,-3264
5651,-1409,-603
-4241,5019,-3624
752,-443,-6380
3517,2562,3698
-8446,894,2737
9373,-459,-4991
-188,3398,-1069
-2008,-7053,8215
1695,-2404,1927
1890,432,7201
7163,8114,-1637
5811,-311,6204
-663,-1946,1167
1101,-2174,4185
-6120,-6628,-1071
81,739,-792
-1633,7248,5280
425,2488,2814
1662,-5534,8264
-467,-5329,-5605
-6705,-4216,-284
-1094,-4198,-4430
2833,-7687,-5368
-1479,683,-5441
-741,-109,549
1210,-220,558
343,3457,6918
-2973,8600,8117
-7979,1426,4479
-2369,-2940,1509
-2234,65,4635
-9345,-1129,-888
-2033,-2132,-1171
4086,904,7777
-700,-69,-2082
636,2570,7211
4108,2324,1549
2120,5197,4345
-229,6472,-2469
3826,1397,7709
-1917,3524,1213
-1101,4451,-8184
-5373,-1269,4858
2706,-2324,1524
8152,-4177,-2980
-2783,3804,-3579
-57,1377,1913
5379,-5644,5197
3202,-799,-1206
-4509,9017,16
2417,4702,1332
-4422,5011,897
-7256,-735,-3015
-2235,-3523,82
-625,-5375,-3624
-7343,-6159,-3583
6916,-2756,-7333
3707,-6806,-277
-1235,-7312,933
1597,-4331,-4825
-3520,-5,-2461
-1391,-3192,-2329
-839,6059,-486
3004,-4055,-3787
2821,-3,3925
3390,5578,-1720
-237,-2469,7255
-6893,743,4201
-2048,5356,-5225
4593,-1609,1532
395,-4478,-81
3763,-3238,-569
4510,-197,3662
-5615,-5240,3031
1506,4075,-6107
2451,1327,-2180
5755,-7307,-5213
559,4821,4009
4170,2859,6187
2278,-7613,912
-4424,9006,2972
6534,-665,1320
87,-2834,-5561
1974,-1484,5875
8483,-652,3668
1352,-310,7445
-8419,-2087,-3090
5894,-1088,-4499
-387,-51,2949
-319,-2102,490
1600,1645,2487
4019,3402,-1791
4728,2666,-2487
1815,-3406,-5816
-6280,529,682
1954,2433,-1958
215,-5023,4686
3671,-959,7885
2139,2357,-8369
929,7079,4667
-6915,-10,-7585
6792,-875,6571
-8318,549,-3903
7801,-959,3378
976,-3566,-724
-1653,1358,848
-2202,-5854,5466
-4951,642,-4907
2148,-1336,4468
1128,877,-3052
-3439,-2183,1749
779,4832,-3646
-4511,-3338,-2185
-6448,3443,-3275
-5329,1855,-2416
-1278,5184,-671
510,-3968,-234
-336,-4557,-2340
-550,-7822,6232
-1767,-4102,1812
-2652,-1994,1395
9132,3890,2858
-1150,329,1580
4292,-8201,-2780
-3235,-562,4402
-2753,-3581,1049
1443,-6525,8139
-2495,8335,-5403
148,2809,1110
4928,1293,6591
-3570,-5590,1047
-5897,1580,-1390
-493,6225,4470
-1282,7397,-539
3634,1552,6064
-4060,-1766,-448
-2519,-6584,-1946
786,-5755,5267
3505,-1057,-422
498,-4379,3342
-2670,-6263,-3937
-1077,1971,-4761
-2883,6252,-1399
882,1691,1522
2941,2170,3321
6548,1340,-3768
-3832,-1228,769
-4179,5017,-8740
-1173,-682,-4723
2704,3736,726
-7016,-2580,4343
-327,-5202,5349
123,-8586,-1995
2059,1171,-3173
514,-1261,-1788
2417,860,2208
2591,312,-1796
-5095,-3717,-1734
2331,-5102,1885
-342,-6349,-4122
2619,3493,-6801
-2838,2334,4398
2635,3690,-4499
2628,4245,6029
-2782,-5938,938
371,3209,203
-3750,-1468,-180
-1819,4341,-2047
4025,750,-4
1701,-6580,-3712
8626,-1533,-3770
-1201,6264,-7432
1301,-2088,-427
-6055,-1895,-1119
5836,-1836,6742
2586,2964,-3583
-2068,-4471,-508
-4480,3025,-160
4580,-2085,3992
-6727,-1987,1668
3432,-794,202
470,-5433,6644
2182,-6362,1244
215,5612,-3887
-2064,174,-7221
-1538,-258,2398
-3409,-3124,2383
8393,585,3172
2207,-4713,-1080
4790,-3813,5834
6382,4798,1920
-1587,-1619,1887
-2370,-2972,951
372,-7836,1307
754,196,-5006
6505,5073,-3075
6218,-6500,1820
1750,-3441,-1203
-470,1488,-2635
4524,-2638,-1420
608,-1565,-4898
1093,-1115,3910
3160,2717,-4580
-49,2572,2770
4060,1188,-5004
6193,-722,-2125
-7281,3552,6171
5891,-1349,1038
463,-3260,-3674
468,-1500,-2450
-94,-716,-2745
1075,-5826,552
4327,-4305,4542
2962,-2063,5413
7044,833,-3067
-142,-1659,4104
789,-5715,5717
-1657,-399,-429
-2917,4740,4093
2221,974,113
-4389,-5636,6551
-3098,-3871,-6246
3597,3175,-1755
-6231,2525,-7379
5180,3414,4368
4559,783,7318
786,3929,-474
-4267,4066,1297
-3493,-5460,-2883
2856,-2551,5242
-6526,421,8699
4968,7297,1434
-2770,-3528,3372
-1039,639,-1867
-2891,1694,-2850
3955,-5457,-6051
-4391,3566,2334
5668,-4510,-7779
-2233,2416,6890
798,-1248,5386
532,5802,3825
1394,-2236,-639
2146,2880,557
-771,3499,-2088
1510,-1214,-1705
181,3846,-2966
-2430,-996,1412
-1397,2983,-679
-1319,3747,-3181
1699,750,-1655
1989,-7670,-6658
-6099,2028,-6970
2805,7543,1095
1240,6111,2025
3977,27,858
-4273,6083,-1917
5269,2652,-6552
-278,-1809,-7570
2733,-5112,-902
313,1223,-854
-1914,-2818,-3173
-6312,-4122,-461
8082,-4669,3822
-486,4147,6515
3891,-5139,4807
5306,-1318,8958
472,-4602,1419
810,2178,-3895
-4053,5045,1585
2369,-3259,1918
-9022,-5242,-1102
-2693,3267,-539
8141,-7284,1988
-1705,816,-4726
1299,-1297,3898
-2265,-4012,3750
4983,-1522,1463
2127,2295,1506
-6240,8152,-5320
-3550,-461,-8235
1611,-1438,6085
8533,-6813,-1279
1309,-353,130
-6568,-6255,1924
-6213,4823,2554
-2195,6131,648
-2479,5357,-239
4287,-945,-1730
-2103,4742,-1807
-4138,-5611,-3357
6594,-6926,3708
245,-3456,472
953,1425,952
4247,1846,1687
3354,-3783,2734
-1839,-2090,-6178
591,-6399,-595
128,-6986,-3615
3249,3828,-1774
517,-4522,-763
-4926,-4374,-7249
6298,3031,-3033
2354,575,2195
5417,2197,3262
3288,-2519,-9186
1174,-2342,-4712
-2633,-3248,-2722
6592,1641,-1937
4745,-5228,4045
-1201,3282,-1169
5614,-1724,-3264
-6602,-1991,1435
-419,-1272,3515
-1157,-3086,699
-4957,6690,4457
815,6126,6794
-1441,-3795,926
6597,6191,-377
4228,-837,4952
-552,1442,-6815
-6936,9683,-1398
2979,-625,-41
2369,-1513,3358
-4472,29,5274
5109,-2731,-509
4533,5353,1687
-710,3079,-4564
910,-1413,3355
-2669,2692,7167
-6574,3636,413
5440,-3016,-2427
-6925,-5559,-6654
2990,5309,-4169
7452,4361,7367
1893,9870,-3219
5129,-4460,-3211
-4025,98,305
28,-1711,-596
349,-2972,697
5801,458,854
796,-2333,-3960
198,-3192,-994
3132,-623,-2418
-552,-1606,-1668
-7410,4245,-890
-7371,-8070,-5723
3191,-6540,-3676
-3951,-828,-2359
-2881,1688,-3787
-2386,-3710,8949
4100,1445,6433
1210,-6758,2826
770,-2524,-5325
1072,3151,-7624
58,1126,8046
6162,1678,-6447
555,4715,-7557
-5455,-3601,-462
-4110,-4081,1926
-2240,6179,-4885
4109,2136,-1907
-4799,546,1043
7045,-5132,-541
-1515,-931,-1569
-304,-5907,824
5833,729,3119
-403,2640,2656
-3558,3297,44
6201,-9433,460
4860,2709,-2378
245,9530,4155
5361,2439,2121
3136,-2836,-2550
-3677,2874,2033
-3686,1454,-2783
4599,692,-7545
638,-4886,2868
-108,-1766,-542
-4247,-43,5729
9135,2882,4465
-531,1273,-1586
859,-3572,-1374
-2864,2205,-5798
-426,-5544,7193
1016,-1879,-3588
142,-4285,3894
-339,991,-2226
2148,1491,5308
7289,-6237,-190
-5716,-5016,-4759
3154,4734,2205
8712,684,-898
927,1930,-7816
-4548,3745,8274
-1936,-2523,3884
-3253,-640,-5507
5190,1978,-2268
1441,2136,-5778
-4535,-1112,-180
-643,-4531,-6975
3965,-1113,1279
-4332,918,-59
-2944,-5741,-2348
5273,-2416,1864
-8235,3262,-1726
-2825,1478,-2088
-4839,4508,5641
-1148,-5095,-6195
-6275,1335,-5209
632,-4172,-3760
2729,-3820,2673
72,-2745,-2735
-4392,4959,-2471
-3670,-3396,-1344
-6665,1440,-1739
4540,-4915,6287
3800,1617,-6187
188,-2931,4514
1178,-1917,2541
3486,-532,540
-4687,-5588,1591
-6251,1108,-1204
1083,-473,6274
-6234,-7896,-4685
-2217,2077,-562
-5820,3234,2107
8497,4814,848
-2140,-4684,1531
-527,-1035,-3446
-5725,-1417,-9323
-503,-1388,8274
3873,-7946,-4268
-731,-4941,2762
2452,2916,-3638
780,1214,-8811
5537,-4107,84
-3317,5962,-1488
2754,2622,6642
-329,-1461,-7146
2206,1031,2382
-8149,-7093,-5123
-5152,-5289,4624
-5881,2129,7157
-1139,2293,6042
5536,-7253,-6442
-5972,-3180,-964
-7301,-848,-1391
-3893,-4873,108
-877,7964,-3122
1211,7211,4235
-5390,2402,-7654
176,-4391,-752
4625,-3337,-2214
2940,4771,202
-325,296,-5869
2921,437,-6245
-5321,2575,-143
1385,-989,2541
-1655,-3124,351
1825,-3064,-454
-7455,5054,-2710
-5664,68,2483
1693,1812,-1984
-9,3054,-1834
2112,-918,-5091
-4787,-1296,6884
1418,396,4764
-3848,-2634,-3219
-2110,5264,-1836
-6941,-3695,-1776
-155,3546,-1144
4662,-928,-1815
5016,-170,3128
2541,-5117,4609
-76,7805,9179
-4499,7995,795
-747,4637,6501
-6048,-2925,-232
5227,-4659,5245
4276,-5416,-1345
-3014,7163,5607
-6790,6143,-6941
-45,3947,-2809
2216,-86,1433
-4773,515,-1605
1859,-4027,-540
-1068,-2959,-4222
6178,-4315,4421
1613,3424,-6560
7066,-8922,-423
-2394,-6334,-7607
-1359,-5781,8538
-5593,244,-60
1624,-3407,-359
2053,-1511,-953
-2289,-1532,326
2494,957,7720
3951,-1720,1508
-1030,-8195,-1622
7119,2004,1954
5386,1167,-2770
8090,-7473,2658
-4316,-470,3647
6219,-974,1214
3220,2106,-458
3710,-3656,-3804
142,3208,-1259
-7,4360,1525
-3241,628,-3642
-3898,-2631,852
919,7,-1829
-954,3455,1929
-2613,-786,0
6186,3864,983
7214,2719,7075
-391,2384,7094
-2882,-4031,3418
504,4715,-3431
-1148,-237,1214
-6464,-2153,-2686
-1413,4625,186
-8777,-567,3215
-3719,-4818,-3026
-1691,-2833,-1494
5057,-5464,-5496
6138,-1844,2151
577,-1357,1368
-2968,8295,2213
415,683,1195
8665,-8355,234
3437,-4560,-7968
-1563,-195,5604
-829,3672,-4290
-2151,1287,-57
7186,-3510,-2773
-3122,895,1471
-3536,-268,4121
-1644,-906,-616
-5226,-1663,5842
2337,1390,-1769
-1946,720,3129
480,-2297,2288
-225,3149,-2614
418,1740,-71
328,-5884,57
139,374,-1991
-3612,-1283,1998
2353,-6983,6232
297,3025,-7145
-1125,995,1530
-563,8462,438
-5004,-3078,2434
-4400,-3822,97
-6143,4078,3454
-5629,1424,4094
828,-4221,-549
4497,-2070,-9018
-2122,4759,12
-2735,2273,4977
-2045,2537,3827
-4125,-1739,5335
9356,-1200,3061
4817,1302,5724
107,770,-2270
-754,2778,-6396
2333,2587,79
4353,-5573,-403
6639,-5322,-1047
4746,2711,-3136
-3522,3133,-5826
3821,3193,481
-7468,-916,914
-6862,4914,6814
-2916,-1925,-5925
1795,4767,2890
-1608,-562,2656
-4193,1870,-4222
-4932,5673,4137
-2525,-8058,1960
448,1815,8847
4766,1682,-3294
-3027,-5186,-5658
685,3137,3452
557,-7088,-220
-7348,8082,3172
4968,5011,294
-8126,2393,3753
-3801,55,1372
2726,425,-626
6845,-3600,3225
2117,-620,-124
479,1193,5167
-1126,-6309,138
-3977,-257,-11
3112,-610,-544
2128,-5100,8333
-4391,-1514,912
1545,-3574,-6933
7184,-6659,755
-4499,375,3663
-1933,1041,7771
-1923,-1538,565
-2719,-2225,2660
579,7442,-426
2011,-6790,7413
-4086,8486,6213
-3021,4862,-5317
2967,6551,110
3826,2475,-2836
973,-239,9367
477,2394,6961
3895,-1224,-5062
524,1941,-5029
4798,-3827,-4994
2598,-6212,255
220,5816,-648
-257,337,-589
4555,2234,-6263
-1208,-1911,5952
4422,-5,4270
-257,2021,-319
3039,3081,1789
5133,-37,-3937
-5395,4263,-3766
-588,-3028,5605
-1333,-5524,1019
8320,-295,3226
4501,2193,-2588
-1738,795,7634
-4518,2804,-1093
-4322,3231,702
3465,7986,-4401
-3572,-5278,-3158
-6847,5079,-1442
-4844,2084,2378
-3523,-3536,-5790
-5327,-4393,-5074
-3029,-1064,-1297
5328,3434,2765
4143,3078,2290
4383,-4068,-5787
-2145,2638,3697
-4607,72,-2999
2694,3902,-5494
-2429,-6199,7651
-7651,5070,3521
-4825,417,847
3985,-4366,1151
-3127,-7055,-1186
-7381,5746,3780
5124,-1489,689
5496,5599,-1856
5550,2719,1901
6459,4801,-4295
-3687,4023,3540
332,1747,-2973
7489,-1895,-8263
-2712,2997,-3849
443,2246,-2964
-2775,2651,-5032
-2797,-294,3771
4147,1721,-2402
-163,-5903,-561
530,-2489,4761
-173,3755,4077
-8295,-7015,-1847
-2555,-3880,-365
227,-3850,4823
1124,2106,-646
255,-574,-8455
-3160,482,-2863
-8078,-981,9196
-2520,2240,-3073
5714,-5696,-2870
2222,4977,2080
6844,-2809,-2450
-4093,-2737,4744
-374,1507,-112
-1584,-6978,5228
1851,2366,-4823
4042,5904,1381
-841,-4453,426
-9131,-6340,-2034
-579,6867,2995
146,-7481,6035
7106,-8440,-5027
-4342,1560,2306
-2339,-6355,-2453
3106,7089,-1468
1885,-4692,-4616
-520,7014,885
301,6273,-8999
2434,5219,-679
7538,-6822,-859
-340,-4060,-3036
6697,8950,-8850
-1734,-1860,-524
-6267,-7819,-651
-5853,-118,4431
1828,6501,1412
-8635,2707,695
-4235,9954,4738
1516,6007,-2203
-3699,-5626,829
3116,-8600,5304
4549,-5241,-336
966,-2892,2199
-3654,-1355,-5929
-4468,2326,6251
-3369,-4517,4107
2320,-8397,3398
3818,-3988,1429
-8750,-786,-2888
4176,1637,-6327
-3971,3535,-2219
-3802,3800,-1177
-6469,-8580,-7916
-5020,-6642,-408
-6834,2573,2360
6592,-43,-2206
6261,3925,5992
-7542,-8592,-1281
5431,4008,4772
3729,-6942,-4490
3953,-2667,-5715
-4345,-2827,3536
5147,-1240,-6721
1965,2303,-5234
1744,-2124,3039
-761,2665,2147
5264,3370,-3234
1281,-2485,3978
5394,-2591,-1049
3501,521,-1717
-643,8,4746
-2717,-857,-2811
1291,3412,-654
-5639,-5997,1300
1624,-3534,-2644
1200,-1737,-5932
6446,-1009,2173
-6639,-3002,-3823
-3111,-3839,5357
-112,-3428,-92
-1503,2876,6007
7670,-5984,3521
603,8137,136
5827,6396,-4373
5705,-577,46
80,195,-438
-1161,-2938,3704
-2876,683,-2233
-3044,-1388,4115
-992,1296,6155
-1705,3229,-1301
-2492,3008,-1504
-8238,6049,-1336
-1501,3707,782
-3702,2556,-1618
-3665,-2430,5608
260,2964,-5234
-1780,4439,6546
795,-3414,-3360
-1414,-807,-7480
3212,-3788,-5880
3464,1128,-7821
361,2486,-2015
-5135,-6673,-1725
2005,-1725,-949
-4850,2037,2037
4196,-6950,7552
1404,-3955,-2458
-1350,-2743,-7492
-181,-3949,6099
2122,-3305,1105
58,-5954,614
-4217,-3111,-1934
-360,2684,-29
-5409,7466,-4971
-1693,4656,-6593
6667,-3473,-77
2406,2071,-5116
2675,5029,6337
-743,-4177,7466
-4811,1151,2903
1535,4974,-2307
-1926,-5323,2665
1639,6122,-42
5860,1366,-7543
6070,2780,879
3113,-2671,-7725
-193,4751,3676
3816,3403,4657
679,-2499,2547
740,-473,4053
3742,1536,-2961
4820,-883,-3796
5654,1774,-3573
4530,3440,7512
-950,-3076,-5912
5258,-4010,-5579
-3085,-1141,1875
-1318,6861,2788
-3039,1991,4493
2142,-2875,-2742
-3997,2644,-6128
-1981,3207,642
-5669,-1565,3546
3109,1255,-6711
87,-2359,-6977
-2007,-8479,2462
3639,-1419,2164
-3580,2733,-8287
-8041,-1014,-4442
4676,-3529,259
2993,-4622,-3108
962,1541,2355
38,2441,-6667
-5233,-1649,6670
-3879,2400,-103
-3754,-6715,5663
8367,4393,3828
-4408,-6922,4957
-7620,3847,-1028
2411,-806,2712
-3386,1853,149
-4901,2196,-994
-3250,4542,-2466
216,-3876,5201
71,2458,1027
1862,2871,3329
-164,-65,-5372
1050,-3444,-4545
-344,-5530,816
5082,-2102,3062
-2131,-3900,4920
-3077,-1405,6422
1913,6776,-503
-5419,5694,3968
2704,-263,-1296
-9527,-4029,1676
-990,8887,2676
809,302,2434
1823,-1831,1898
-5039,-1959,-4582
-1261,940,1583
4840,-8609,5470
-1671,-654,6045
4273,-217,2471
4518,3697,3074
-1626,4252,714
955,1842,8312
-7078,1805,8284
-4609,-1456,-371
3735,-196,6427
-5945,4856,1493
-3955,336,-1068
6025,7494,-647
3872,4591,1497
-2391,-1788,4006
-598,-2768,1113
-3286,3182,-4022
-7641,779,-4566
-2777,-7639,-106
-619,-26,2153
3374,-1129,-1142
3396,-3838,8376
4129,-1626,-1176
2994,1666,-1
-2450,-1553,2973
1806,4158,1084
5180,-2047,-3911
-2124,1039,-6772
-3590,6422,-1069
3039,3810,4945
-7142,3422,-7392
2291,-7550,-8963
2745,-2067,-7040
3169,-214,1970
-4732,7729,-5076
-4876,5877,3251
-5025,-1258,6917
-1105,2379,-5203
6140,-5552,-4796
-4113,-3073,319
-2859,-4765,-1719
-2458,-2493,-3313
4831,-2221,1242
-5282,-3170,3315
-1087,-5577,159
-2941,-3288,-8473
6320,-7453,-3545
-7623,2442,-6061
5583,3945,-8720
6020,-2837,-6171
1213,4200,-114
251,6243,-5485
-1931,2060,6001
